id_fichier,sentiment,commentaire
90,positif," jai jou  la version de base du jeu qui est 
juste une version sans les nouveaux graphismes avec prs de  heures 
 mon actif donc ne vous fiez pas  mon nombres dheures sur la version 
remastered lun des meilleur rpg jamais cr the elder 
scrolls i  arena tait un pillier du genre mais pas forcment bien  
daggerfall est un exemple de ce qui se fait de mieux en matire de rpg 
morrowind pareil oblivion est magnifique et bien sur skyrim nchappe 
pas  la rgle jamais un jeu na tait aussi poffin dans ses dtails 
dans son lord dans son monde dans son approche dans la prise en main
 dans le contenu dans la dure de vie dans les possibilites etc 
oui skyrim est bel et bien lun des meilleurs jeux jamais cr mme 
sil y a des bugs jamais grave sauf pour des qutes ou histoire mais 
tout peut tre dbloqu sur pc cela nentache pas le plaisir du jeu 
limmersion le gameplay je nai jamais ressentit une aussi grande 
libert de mouvements dans un autre jeu tu nest pas attach ou bloqu 
dans un systme de combat rigide comme dans le trs bon the witcher par
 exemple en ne faisant aucune qutes juste en se baladant le jeu 
mrite dtre jou il y a tant de dtails de possibilits tout est 
parfait prenez le piratez le jen est rien  faire tant que vous 
jou  ce chef duvre"
91,positif,le meilleur jeu mme si il est sortit il ya plus de  ans
92,positif,"ce jeu est lun des meilleurs jeux fait par bethesda et 
franchement je suis pas du de mon achat et voici mon avis -encore beau mme si en  le jeu aura  ans et mme quil y a des mods pour le rendre beaucoup plus beau-jeu long et en monde ouvert incroyable-interactivit incroyable avec tous les pnj et objets du jeuje sais pas quoi dire de plus mais en tout cas cest mieux que fallout "
93,positif,"produit reu gratuitementjavais dj tous les dlc et du coup jai reu la se 
gratuitement les graphismes et lambiance sont juste sublimes le 
gameplay est chouette et linterface facile  utiliser compar  
dautres jeux du mme style meme si de temps  autres le pointeur passe
 sur un menu sans lactiver ce qui se rsoud assez rapidement avec les 
touches flchesla se est juste le skyrim avec les dlc et des textures hd cest toutpour
 ce qui est des mods je nen utilise pas pour moi ce jeu est deja 
suffisamment abouti et on y passe bien du temps h sur la version 
normale et h sur la se pour le momentpour ceux qui rlent 
pour les mods payants ne les achetez pas cest tout ou bien passez 
sur la version normale avec les dlc ou alors changez de jeu ce nest 
pas ce qui manque "
94,positif,"bon alors pour ce jeu je trouve que cest un trs bon 
jeu de la srie the elder scrolls cest un jeu qui ce joue en solodonc ses points forts - le design- les effets- facile  utiliser- lhistoire- les voix- les musiques- le gameplay- les graphismes- les qutes- les races- les sorts- le monde ouvert- les mods- un jeu interminable car il est trs longses points faibles - il ny en a pasnoubliez pas de laisser une bonne valuation si vous aimez la vido cela fait toujours plaisir httpswwwyoutubecomwatchvfvpnouts"
95,positif,"encore  minutescest ce que vous allez dire  votre femme plus souvent que o sont rangs mes chausettes cest grce  skyrim et a cest un signe qui ne trompe pascar
 en effet vous allez en passer du temps sur ce jeu pour ceux qui ne le 
connaissent pas et ceux qui le connaissent savent de quoi je parleentre
 des centaines de lieux  explorer un personnage qui nest pas li  
une classe toutes armes utilisables immdiatement des choix parfois 
difficile un cot rpg la cration de potions de poisons 
denchantements darmes darmures la varit des ennemis le nombre 
de qutes la cueillette des champignons yen a encore mais je marrte
 l vous avez compris le principenon  alors on continue  la 
chasse au dragon aux armes et armures uniques lexploration de 
dongeons la construction et lamnagement de ses propres maisons ou 
manoirs les mods graphiques dinterface de son mto nouvelles 
armes armures et autres nouveaux lieux nouvelles qutes la 
communaut et jen ai oublien bref un jeu unique  possder obligatoirement pour quiconque apprcie ce type de jeu"
96,positif,"jai eu quelques faux dparts avec skyrim malgrs une 
rputation qui nest plus  faire commenc et recommenc peut-tre  ou
  fois sans mme atteindre blancherive vous remarquerez ma 
persvrance  je mtais faite une raison ce jeux ntait pas pour 
moi je trouvais la difficult mal quilibr je me retrouvais dans des 
zones ou des sorciers me cramaient le c en min je ne comprenais rien
 de lintrigue aujourdhui encore je ne mexplique pas le revirement 
qui sest produit lors dune nime tentative car une fois les plantes
 alignes sans surprise the elder scrolls v ma procur des heures et 
des heures de pur plaisir"
97,positif,"si vous navez pas the elderscorlls v edition standard 
vous pouvez lacheter sinon cela ne sert a rien lamelioration graphique
 et trs peu perceptible"
98,positif,skyrim est ce quon a besoin de rajouter autre chose 
99,positif,"produit reu gratuitementun des meilleurs jeux solo que jai jamais jouer 
auparavant il y avait biensur oblivion et encore morrowind dentre la qute principale la guilde des voleurs celle des mages la confrrie noir les impriaux etcvous en aurez pour un paquet dheures avant den avoir vraiment fini avec sweet fx ce jeux est magique jattend dj avec impatience le  p"
100,positif,"un jeu inpuisable en terme de qutes il y a toujours 
quelque chose  faire jai plus de h de jeu sur skyrim sur xbox et 
recommence laventure sur pc cette fois quelques bugs mais rien de
 gnant le seul gros dfaut a mon got sont la population qui te 
considre toujours comme une sous  alors que tu es genre le mec 
le plus puissant de tout bordeciel  petit update du 
commentaire depuis la maj anniversary  encore plus cool que cool  de 
nouvelles qutes qui font replonger dans skyrim jai pris le parti de 
recommencer le jeu encore et pour la  fois refaire les guildes  
cest vraiment de la balle je men lasse pas  un des meilleurs jeu au 
monde vraiment "
101,positif,la mme chose que loriginal mais lgrement plus joli et les dlc sont inclus
102,positif,un skyrim mod sans bugs une valeur sre pour une aventure solide
103,positif,les mods sont toujours disponibles et jouable su nexus  the mods are available on nexus
104,positif,"excellent jen rvais et enfin jai toute les confirions
 requises pour jouer pendant que la famille dors paisiblement "
105,positif,"quel gamer amoureux de rpg na pas fait au moins un elder scrolls dans sa vie de nos jours il y a quelques mois jaurais encore pu rpondre  moi il y a plusieurs raisons  celaje
 me suis vraiment mise aux jeux vido sur le tard  nai jamais possd 
de xbox  avais la flemme de dcouvrir toute une licence  adore 
tellement lquipe dcriture des jeux de bioware que javais peur de 
mennuyer en allant voir ailleurscette dernire intuition sest
 rvle partiellement vraie honntement les intrigues de la qute 
principale du jeu de base et des dlcs navaient pas grand intrt  mes 
yeux  et pouvoir devenir larchimage tout en tant une bille en magie 
je trouve a juste absurde le parangon de tout  vrai direje nai pas voulu jouer  un skyrim modd car il sagissait de dcouvrir un vieux classiqueil y a  ou  ans jaurais rejoint le chorus de la fanbasesauf
 quentretemps jai dcouvert des mmorpg plus rcents qui ont intgr 
toutes les innovations de bethesda la rvolution a donc un got de 
rchauffil nempche que certaines rpliques de pnj sont  
mourir de rire  que certaines qutes secondaires sont trs plaisantes 
 suivre gloire  sithis et aux daedras videmment  et que jouer avec
 les arbres de talents avait son intrtctait aussi rigolo 
de crocheter des serrures de voler  la tire et de constater quun mec
 qui a vol trois sesterces deux bougeoirs et un pot en fonte pouvait 
se faire pourchasser et tuer par la population locale tandis quun 
meurtre commis par le hros est pardonn pour  po et un sjour au 
cachotvoiljai fait skyrimje nai pas rat ma vie de fan de rpg et surtout jai dsormais la rf de la flche dans le genou"
106,positif,"si vous aimez les rpg en monde ouvert cest 
dfinitivement lincontournable nhsitez pas  installer des mods 
cela rend lexprience en jeu encore plus fraiche et agrable"
107,positif,"cest un bon jeu mais je trouve quil perd de son 
intrt une fois la qute principale et les dlc fini donc je conseille 
de faire dabord un maximum de qute secondaire"
108,positif,partir chasser un cerfretourner avec  ames de dragons noveaux sort et  cris en plus mais pas de cerf
109,positif,"des effets grahique amlior des textures et paysages 
splendide donc la plupart des gens value ngativement the elder 
scrolls special edition parceque  on peux dj avoir le jeu de base 
pour  mme et ensuite il sufit de le modder oui  oui  non ayant
 une config de pc portable pas super mais disons qui tiens la route i 
avec gtx m et  gb de ram jai eu des problmes de type 
ralentissement et chute de fps avec des mods enb sans parler des 
chargement qui nen finissent pas cette version est le messi pour les 
config moyenne comme la mienne les temps de chargement sont 
impressionnant en moyenne - secondes et loptimisation pour un 
rendu en haute qualit est incroyableen dfinitive je pense que cette spciale dition ravira les config moyenne et les impatients temps de chargement courtpour ma part cest un rgal de my remettre  pour mettre une grosse race  aldwin"
110,positif,"skyrim est interessante pour les aficionados darpg ou 
mme les nophytes du genre qui voudraient dcouvrir lunivers delder 
scroll avec des graphismes hdcependant les moddeurs seront 
dus de cette dition qui reste assez pauvre en contenu et qui bloque 
les succs  linstallation du moindre moda vous de choisir en fonction de vos attentes et envies "
111,positif,cest skyrim rien a rajouter si tu la pas achte le
112,positif,le meilleur jeu du monde lhistoire lunivers la rejouabilit et les mods place  nolvus
113,positif,"produit reu gratuitementje recommande ce jeu  tous ceux qui veulent ce mettre 
 skyrim et qui hsite entre les deux version loriginale et celle ci 
il faut avouer quelle est plus jolie que loriginale non mod pour 
ceux qui ont dj joutorch  la version originale a peut tre 
loccasion de se relancer dans ce jeu nouvelle partie ou poursuite par 
transfert de sauvegarde si on la reut gratuitement mais je ne 
recommande pas au ancien de lacheter car rien de vraiment novateur"
114,positif,"oui bon sang oui ce jeu qui a plus de  ans 
enterre la concurrence en terme de contenu dimmersion de beaut de 
panoramas de gameplay de dure de vie excellent en mode vanilla a devient le grand frisson avec des mods je
 conseille largement la compilation nolvus qui ne demande que peu de 
connaissances technique est gratuit attention cest un peu long pour 
ceux nayant pas nexus mod premium et bon sang le contenu de dingue qui
 est ajout on peut toujours faire la qute principale et les 
questes secondaires il y a plein de qutes en plus des armes des pnj
 des sorts une refonte graphique  le contenu est colossal go 
xxle fond du jeu reste largement au niveau de ce qui se fait 
de mieux mme si par moments le nombre de pnj est un peu ridicule et 
votre inventaire devient vite un incroyable bordel sans nom on se perd 
avec  qutes actives en mme temps et les  doubleurs pour tous les 
pnj deviennent insupportables mais sinon cest un rgal de tester des 
sorts improbables de croiser des pnj au lore bien crit merci les 
mods de sinstaller dans une maison qui fourmille de dtails de 
masteriser les classes the elder scrolls   a intrt a envoyer "
115,positif,"ce jeu est une pure merveille vido ludique il runit 
tout ce que les joueurs demandent  libert immersion diversit 
etcun chef-doeuvre et ce toujours aujourdhui alors nhsitez 
pas achetez-le une occasion de redcouvrir le jeu pour tous ceux qui 
lont dvor ds sa sortie en  et une bonne initiative du studio qui
 rveillera une communaut qui reste en attente dun tes xi bien que 
tes online soit un excellent jeu galementbeau graphiquement mme 
si pour lpoque actuelle les graphismes sont lgrement vieillissants 
le jeu ne cesse dblouir puisque cette version remastrise les remets 
 lheure du jourles missions sont trs nombreuses et on ne sen 
lasse jamais avec plus de  heures de jeu autrefois je peux vous dire
 que ce jeu est sans fin tant il y a de personnages et de recoins sur 
cette mapla map de skyrim est immense et trs belle on a hte de la redcouvrir bref superbe jeu qui a encore de lavenir"
116,positif,"produit reu gratuitementcest beau cest gratuit pour la plupart en tous cas 
je pense et surtout a permet de se refaire un personnage propre sans
 aucun mod les mods justement le seul point ngatif pour le moment 
cest le menu in-game pour voir la liste des mods publis et les 
tlecharger cest srement beaucoup plus pratique sur console mais sur 
pc le workshop de steam faisait parfaitement laffaireaucun crash 
ou autre bug graphique  dplorer dailleurs mme en utilisant beaucoup
 trop de mods  la fois avec les graphismes  fond bethesda nous a 
habitu  pire"
117,positif,"skyrim  le jeu o presque tous les joueurs chantent 
ses louanges je my suis plong plutt pas mal dans une courte priode
 donne pour pouvoir me faire un aviset  mehpoints positifs -
 les qutes dans beaucoup de rpg a fini vite en passe men fou 
ici tu tintresses  ce qui est dit pendant les qutes ce que racontes
 les pnj quand tu arrives dans une ville dans un btiment et que les 
personnages discutent ce qui en rsulte une qute mais que tu peux tout
 aussi bien ignorer   tu nas pas a souvent- lambiance bon
 mme si franchement jai du mal avec la partie morne denviron  de 
bordeciel reste quil y l quelque chose de bon moins dans les 
donjons grottes  mais jen reparleraipoints mitigs -
 les combats cest  mais cest vite rptitif surtout en magicien 
invocation puis tu bourres du sort le plus puissant que tu as si 
ladversaire est un poil costaud va falloir rinvoquer plusieurs fois 
mais rien de bien mchant trs peu de combat spcifique par exemple en
 tant que magicien jai dtest le combat contre le daugr nomm qui peut
 faire plusieurs clones qui utilisent tous le thuum  mais a sort 
du lot- beaucoup de rp beaucoup de dialogues  mais au final 
tu tattaches  trs trs peu de personnages yen a pas zro mais au 
vu de la quantit de pnj la qualit des qutes et de lhistoire  
cest dommagepoints ngatifs - la branche conjuration
 bon dj jaime jouer les magiciens particulirement autour des 
invocationsfamiliers bah ct familier fable  fait mieux donc on en
 parlera pas mais les invocations  il faut attendre latronach de 
foudre pour avoir un semblant dinvocation utile celle de feu et de 
glace sont quasi inutile sauf contre des mages qui tapent dans ces 
lments l car incroyablement fragiles- la magie est vraiment 
trs pauvre en contenu de manire gnrale en destruction  sorts 
offensifs par type lmentaire dont un que lont obtient que trs trs 
tard dans le jeu une plthore de sort inutile ou trs peu les murs et
 les runes notamment conjuration cest les invocations et les armes 
lies  et cest tout pas pour rien que la strat pour xp cette 
branche cest trouver un ennemi qui ne peut pas vous atteindre 
invoquer une arme la ranger puis refaire a indfiniment jamais pu le 
faire du coup jai un invocateur dont la stat de conjuration est  la 
ramasse sur le reste- les sorts de buffs sont misrables l o 
la plupart des jeux vont proposer des buffs durant entre  et  minutes
  ici cest une minute  tu passes ton temps  les refaire  et 
encore une fois yen a trs peu celui qui augmente larmure et celui 
qui fait de la lumire- et jouer magicien pur cest aussi une 
torture car tu es os vite par  peut-prt tout donc tu saves tout le 
temps je veut bien que dovakhin tout a donc on devrait plus 
sorienter vers un style guerrier  mais proposer pas magicien si 
cest pour faire a surtout quen soit la solution est pas bien 
difficile des buffs bordel un bouclier qui fait quune partie des 
dommages est encaisser par ton mana un bouclier qui absorbe une partie 
des dgts un buff pour augmenter sa vitalit  bref yavait 
facilement moyen de rendre le truc viable sans effort majeur- les 
marchands qui ont un fond de commerce ultra limit  alors on me dira
 cest pour le rp un marchand se balade pas avec des millions sur lui 
ok mais que votre personnage fige pendant x heures pour attendre cest 
rp a  sinon faire que par exemple quand vous vendez en surplus au 
marchand il met une ardoise mais pour vous et quand vous repassez avec
 suffisamment de temps il vous rembourse- les donjons les 
grottes les catacombes  tu en as vu un de chaque tu as vus  de 
bordeciel trs trs peu sortent du lot comme la cit dwemer sous 
markath vraiment trs cool- le bestiaire  dj il y a des 
draugr absolument partout cest vite soulant mais en plus cest pas 
trs diversifi  ou  draugr diffrents et dmerdez vous idem ct 
dwemer pour des gnies de la construction mcanique cest pas trs 
diversifi alors je conseil quand mme ce jeu cest du bon 
surtout que la plupart de mes griefs doivent tre corrigeable par des 
mods juste je ne suis pas un grand fan du modding jaime jouer au jeu
 tel quil est sans doute dbile mais bon mon exprience de jeu a 
surtout tait parasit par mon envie de jouer magicien invocateur"
118,positif,dommage on peut jouer que les gens du pas de calais
119,positif,"open world incontournable depuis   skyrim
 bnficie de mods bien plus volus pour les combats et animations 
lamenant tranquillement vers un gameplay plus moderne trs proches des
 the witcher dark souls et autres action-rpg daujourdhuile modding tant la sve dun jeu comme skyrimle
 jeu de base   vieilli il tait dja bien archaque en son 
temps cest donc les mods qui lui redonneront une fraicheur constante 
et ce depuis des annesil reste malgr tout en vanilla un monde ouvert aux  qutes pour des centaines dheures de balades et de combatsskyrim tant un tes il dispose dune lore vraiment copieuse et interessante  dcouvrirentr
 de plein pied dans la culture-pop d le   il a galement 
profit des trs bons morrowind et oblivions mme si sur certains cots
 il a t un peu simplifi  traits de races par exemple rustique  classique  anthologique mythiquetel est skyrim "
120,positif,"produit reu gratuitementcest une refonte intressante mais je ne pense pas que 
je laurais achet les amliorations graphiques sont bien prsentes 
mais auraient pu tre un peu plus pousses le jeu est globalement plus 
stable mais il persiste un certain nombre de bugs je le recommande 
surtout pour lamlioration de la stabilit car pour le reste  part 
parcourir skyrim nativement amlior sur pc le jeu de base est tout 
aussi bien une fois quelques mods installsmes points fortsplus stable que la version de baseun peut plus beau sans modsmes points faiblesla prsence de bugs mineurs non corrigs depuis le jeu de baseune amlioration graphique qui aurait pu tre un poil plus pousspas de steam workshop"
121,positif,"je recommande ce jeu pour une seul et unique raison jy
 est jouer avec une version craquer sans jamais rencontrer lombre dun 
bug mais je connais plusieurs personnes dont moi mme qui on vus 
plusieurs problme apparaitre au fur et  mesures quil ou elle jouais 
 la dfinitve dition donc certes je ne recommande pas la dfinitive 
dition mais le jeu en lui mme est excellent et surtout magnifiqueles
 graphismes sont juste incroyable mme en basse qualit le jeu peut 
dj se targuer dune dure de vie particulirement longue mais les dlc
 et mods trouvables sur internet peuvent rallonger sa dure de vie 
jusqu quasiement linfinise monde ouvert nest finalement pas 
finisables quand lhistoire principale est terminer les qutes 
secondaires commence et quand ce ci est terminer ils reste encore les 
combats et lamlioration du personnages sans limittesmalgr 
les bugs en pagaille qui mon fait regretter dacheter ce jeu alors que 
la version craquer fonctionnais parfaitement je ne peux que vous le 
recommander tant les centaines dheures passer dessus  mont 
profondment plus"
122,positif,"fait sur xbox   lpoque de sa sortie fan des elder
 scrolls depuis des annes depuis morrowind jai eu envie de me 
promener en bordeciel et cette special edition reste trs jolie pour 
un jeu sorti originellement en "
123,positif,"cette version est une cure de beaut pour ce jeu 
presque tout les graphiques ont t amlior avec la version  bitsct
 graphiques leau et le soleil sont des ressource que lon peut 
remarqu les changement au premier regard le soleil est beaucoup plus 
naturelle les chutes deau sont maintenant plaisante  regard les 
arbre ont lair relle mme de prochele jeu de lumire donne 
des images presque relle dans certain endroit et modifie normment le
 look de notre avatar pour ce qui est des animaux  fourrure cest 
rest morne et mdiocre la fourrure des animaux  toujours lair fait 
de plastique le poil n pas du tout lair de poilau niveau de
 la jouabilit certaine erreur sont toujours prsente mais certaine 
autre ont t corrig par le simple fait de pass au  bits mais il 
faut dire que cette version est plus un lifting visuel car le but 
ntait pas de corrig les problmes mais de ce que jai vu les 
programmeur semble travaill encore sur lamlioration de cette version 
pour corrig les bugs du jeubien que le jeu original soit 
sortie depuis trs longtemps il nont jamais corrig les bugs du jeu 
peut-tre parcequil ne savent pas comment faire o peut tre parcequil
 ne dsire pas investir mais peu importe la raison les problme sont 
quand mme mineur et comme mentionn plus haut une mise  jours est 
prvu bientt et est dja en bta pour ceux qui veulent essay et est 
suppos corrig quelque problme de jeu comme la position de certain ia 
qui ne sont pas au bon endroit ectcette version est plus 
esthtique quautre chose pour redonner un second souffle au jeu mais 
personnellement tant qu faire il aurais bien pu corrig tout les 
problme que la communaut  soulev depuis des anne et des annes 
mais il aurais fallu que quelquun travaillepour ce qui est des
 version autre que langlais pour ce qui est des graphiques  part le 
ct esthtique rien na changer on n rien corrig et les endroit 
sont rester en anglais pancarte sur les routes nom des villes 
pancarte des marchand ect ceci nest pas un bug mais de la fnantise 
de la part de la compagnie il aurais t trs faile de corrig ce 
problme en incluant cest images dans le jeu en multiple langue et de 
dire au jeu de charger la bonne selon le language choisie mais bon 
toute les compagnie de cette plante ont ce problme de fnantise par 
peur de devoir travaill o parcequil ne savent pas comment fairemais
 quoi quil en soit le jeu en tant que tel reste et restera le mme 
quavant tant quil ne corrigerons pas les problmes cette version 
napporte pour linstant que de meilleur graphique visuel pour la 
majorit du dcorsun des gros problme des compagnie 
daujourdhui cest cette fnantise de ne faire que une version qui 
soit compatible pour les foutu console  la gnration vieux nintendo 
cromagnon  cause de cela tout les menu sont laid tout est mal pla
 et tout est graphiquement laid tout a pour que le jeu ne dpasse pas 
la capacit des consoles ce qui coupe la capacit du jeu de  car 
jai test diffrent module crer par la communaut et fait pour les 
ordinateurs et a devient un jeu totalement nouveau qui utilise les 
ressource des ordinateurs et non des consoles  la nintendo cromagnon 
et pourtant il ny  pas grand chose  changer mais encore une fois la
 fnantise des programeur et lavarice des concepteur fait en sorte 
quil en font le moins possible jespre que un jour il penseront  
offrir la qualit avec leur produit pour les utilisateur dordinateur 
et non pas seulement des version vieux nintendo cromagnonquoi
 quil en soit je nai pas  me plaidre car jai reu cette mise  
jour gratuitement puisque je possdait dja tout le jeu au complet que 
javais pay gros prix de fou dans le tempspour ce qui est de 
la recommendation du jeu oui je le recommende car les graphiques ont 
chang du tout au tout pour ce qui est de lenvironnement et que le 
fait dutilis le  bits amliore la jouabilit moin de ralenti de 
sacadage de perte de mmoire ect mais pour ceux qui nont pas 
encore le jeu je recommende dattendre quil soit en spcial car cest
 quand mme devenu un vieu jeu et au prix demand cest exagr mme si
 cette version contient tout les dlc car peut importe les dlc et 
les jeuc les dlc ne sont que des arnaques encore gnr par la 
fnantise des concepteur et de leur avarice pour largent je mennuie 
du temps ou les concepteur faisait tout le jeu et le vendait ensuite 
maintenant il font un jeu par petit bout et vendent tout  gros prix de 
fou bref je mloigne un peu mais a menrage toujours quand jy 
pensegarder toujours  lesprit que cette version est la mme
 que lancienne au niveau du jeu rien na chang en tant que tel mais 
le jeu est plus plaisant avec de beau graphiques et les ordinateur ne 
souffre plus du stress caus par le manque de mmoire et autre mais le 
changement est radical au niveau graphique a cest certainvoici
 une image que jai pris en jeu et qui montre un peu la diffrence du 
jeu de lumire si on regarde le visage de mon avatar que jai bien 
russi de prs on pourrais croire quil sagit dun acteur relle et 
non dun pantin de plastique et cest ce genre de petit dtail que je 
remarque et qui pour moi font toute la diffrence au niveau graphique 
au moin maintenant grce  cette version je nai plus lair dun troll
 quand je me regarde ha ha hahttpimagesakamaisteamusercontentcomugcacaaecdefeecbaacfbacea"
124,positif,"ralof - tiens vous avez fini par reroller vous avez essay de finir votre aventure pas vrai et vous avez fonc tte baisse dans une nouvelle partie tout comme nous et ce voleur llokir
 - maudit jeu ma vie allait parfaitement bien avant ton arrive mon 
quotidien tait calme et nonchalant si je navais pas t  ta 
recherche jaurais pu spammer lol et atteindre le niveau diamant vous
 l-bas vous et moi nous ne devrions pas tre ici cest notre me que 
ce jeu veutralof - nous sommes tous des gamers et des gameuses lissoldat - silence derrire lokir - et lui pourquoi il est l ralof - un peu de respect vous parlez  eric zemmour le vrai haut-roilokir
 - zemmour  le jarl de cnews  cest vous qui menez la rebellion mais 
puisque vous vous tes fait prendre par les dieux o nous 
emmnent-ils ralof - aucune importance macron est au bout du cheminlokir - non cest impossible cest impossible ralof - h de quel village venez-vous lokir - en quoi a vous intresse ralof - les dernires penses dun sudiste devraient aller vers son foyerlokir - calembour je je suis de calemboursoldat - gnral tullius chef  le bourreau attend general tullius - bien dpchons-nous den finirlokir - melchior hanouna schiappa sibeth patoche divins sil vous plat aidez-moi"
125,positif,ce jeu est juste norme jy joue depuis des annes et ne men lasse pasvivement tes vi 
126,positif,"jeu gnial et inpuisable grce  ses mods recommande 
 ceux qui nont pas peur de jouer seul durant des centaines dheures"
127,positif,"comment appelez-vous un elfe des bois qui ne ment pas ne triche pas ou ne vole pas un elfe des bois mortblagues de butha sunhousdes
 centaines dheures de jeu sans sourciller sans regretter une 
aventure perptuelle depuis the elder scrolls iii morrowindtre satisfait est recommand par tous les temps et skyrim y contribue"
128,positif,"produit reu gratuitementque dire de ce jeu je lai reu gratuitement car je possdais deja la version original avec un bonne centaine dheure de jeuxje
 ladore malgrs le fait quil reste quelque bug il a reu une net 
amelioration au niveau des graphismes par raport  sa version initialepour le dcrire rapidementcest
 un rpg solo de bethesda connus pour de nombreux bug assez simple  
prendre en main mais difficile de connaitre tous son univers et son 
contenu avant de lavoir vu ou fait il possde une histoire trs riche 
qui fait de se jeu mon prfreret si avant de lire ma mdiocre 
valuation de ce magnifique jeu vous ne le connaissiez pas cest que 
vous etes pass  cot dun chef-doeuvre scnaristiquepour 
lui donn une note je mettrais un  car malgr plusieur bug skyrim 
reste un trs bon jeu qui peu etre complet via lajout de mod qui 
amliora votre exprience de jeu"
129,positif,"lune des plus belles merveilles du jeu vido depuis des
 annes  un jeu qui  mon avis de vieillit jamais et qui reste beau 
grce aux mods crs par la communaut lun des jeux avec la plus 
grande dure de vie rien que pour le vanilla et qui triple avec les 
mods un rpg fantastique qui vous emmne dans bordeciel la terre des 
nordiques de tamriel remplit de divers paysages  des montagnes des 
plaines des marais des forts ectdes combats piques o 
vous tes littralement le boss final de lexploration pendant des 
centaines dheures de jeu des centaines de qutes qui vous emmneront 
dans les coins cachs de la rgion et des ambiances et musiques 
incroyables vous attendent sur ce jeu que dis-je ce chef-doeuvre du 
jeu-vido "
130,positif,produit reu gratuitementpetit ajout sympa mais pas indispensablegros plus pour la gestion des mods intgrsne vaut le coup que si il est offert pour la possesion du pack lgendaire
131,positif,trs bon jeu on peut y passer des heures sans senuyer 
132,positif,"est-ce quil y a vraiment besoin de justifier que ce jeu
 est bien un jeu ou mme plus de  ans aprs le nombre de joueurs est 
toujours normecest un pilier du jeu vido un indmodable un jeu  avoir"
133,positif,"a-t-on encore besoin de prsenter ce jeu  est-ce quil y
 a encore des gens qui lisent les avis pour savoir si skyrim est un jeu 
qui vaut la peine dy jouer  si oui mais quest-ce que vous faites 
encore l  installez skyrim et jouez-y bon sang de bois "
134,positif,"le jeu de mon enfance et probablement  ce jour le jeu 
de la dcennie un chef doeuvre que vous devez dcouvrir si vous avez 
eu le malheur de passer  cotle jeu possde encore des bugs mais bon bethesda quoi ils ne gchent en rien le jeu "
135,positif,"je suis assez perplexe sur ce jeux et je vais mexplique
  je tiens  prciser que mon avis est subjectif et ne reflte que -h
 de jeux mon premier elder scroll a t morrowind et jai ador ce jeux donc quand jai vu skyrim en promo cette t jai fonc dessuscependant
 aprs -h de jeux bien que je retrouve ce que jaimais dans les elder 
scroll soit laventure la recolte de matriaux etc autant certaines 
choses sont assez tranges pour un jeux de  et encore plus si on le
 compare  the witcher les -les premiers bug arrivent mdr -impossible daugmenter le volume du son sans passer par linterface bureau- jafk  min  je reviens  cran noir avec le son en marche-
une autre afk je me retrouve avec lcran du jeux en x et 
linterface en arrire plan en x yeah that  strange- 
lia des personnages compltement bizare entre le fait que parfois tu 
te retouves sur une plate-forme lennemies te regarde et ne bouge pas et
 puis parfois il te monte dessus lol lol- linventaire de base est
 dsastreux impossible de voir lensemble des quipements sous forme de
 poids du plus lourd au plus lger cest archi basique linterface  
t clairement pens pour console- bethesda ne gre toujours pas 
les visages alors certe cest un peu plus pouss mais vraiment pas loin 
de morrowind avec les modalors oui ce jeux est bon  si on 
aime laventure mais jai limpression que le jeux manque de profondeur
 dans morrowind il y avait plus de choix de dialogue et dans mes 
souvenirs mme un peu plus de monde dans la ville de base avec plein de
 petite cachette etc pour linstant au bout de -h de jeux je ne 
ressens pas le trip de laventure que jai peu avoir dans un dark souls 
ou encore dans un witcher  jai plus limpression dtre en vacance 
aux alpes entour de nordique mdr"
136,positif,"je vais vous passer les dtails sur latmosphre 
gniale et les innombrables choses  faire sur ce jeu dautres 
valuations en parlent de manire correcteaprs plus de  
heures passes sur skyrim sur console ps je suis en mesure de dire 
quil est dune richesse rare je ne me suis jamais ennuy vous vous en
 douter the elder scrolls v est le meilleur jeu auquel jai jouaprs une dizaine dheures passes sur cette dition  sur pc  mes 
premires impressions sont positives malgr de nombreuses critiques la
 special edition change pas mal de la version prcdente de plus  dlc
 tant compris dans le jeu cela rajoute une quantit non ngligeable de
 contenus les graphismes ont visiblement volu ainsi que les effets 
lumineux et bien dautres chosesaprs autant dheures ce jeu possde une multitude doccupations et reste pour moi dune incroyable beaut"
137,positif,"produit reu gratuitementvraiment magnifiques tous les dcors nous plongent 
dans un univers passionnant et vari on peut passer de la plaine  la 
fort en passant par la montagne enneige ou pas ou encore des paysages 
avec des rivires ou de grands lacs skyrim est vraiment une trs grande
 russite visuelle malgr peut-tre des personnages pas forcment super 
bien fait je pense quils auraient pu tre mieux fait mme si en 
comparaison les quipements sont somptueux"
